#clustering method	cluster number	cluster color	gene count	protein name	protein identifier	protein description
MCL	5	Fire Brick	8	Tubgcp2	10090.ENSMUSP00000026547	Gamma-tubulin complex component 2; Gamma-tubulin complex is necessary for microtubule nucleation at the centrosome
MCL	6	Salmon 2	8	Cog4	10090.ENSMUSP00000034203	Conserved oligomeric Golgi complex subunit 4; Required for normal Golgi function. Plays a role in SNARE-pin assembly and Golgi-to-ER retrograde transport via its interaction with SCFD1 (By similarity)
MCL	6	Salmon 2	8	Cog6	10090.ENSMUSP00000048603	Conserved oligomeric Golgi complex subunit 6; Required for normal Golgi function
MCL	6	Salmon 2	8	Cog7	10090.ENSMUSP00000058990	Conserved oligomeric Golgi complex subunit 7; Required for normal Golgi function
MCL	6	Salmon 2	8	Ric1	10090.ENSMUSP00000043437	RAB6A-GEF complex partner protein 1; The RIC1-RGP1 complex acts as a guanine nucleotide exchange factor (GEF), which activates RAB6A by exchanging bound GDP for free GTP and may thereby required for efficient fusion of endosome-derived vesicles with the Golgi compartment. The RIC1- RGP1 complex participates in the recycling of mannose-6-phosphate receptors. Required for phosphorylation and localization of GJA1
MCL	6	Salmon 2	8	Tm7sf2	10090.ENSMUSP00000025713	Delta(14)-sterol reductase; Involved in the conversion of lanosterol to cholesterol
MCL	6	Salmon 2	8	Vps45	10090.ENSMUSP00000015891	Vacuolar protein sorting-associated protein 45; May play a role in vesicle-mediated protein trafficking from the Golgi stack through the trans-Golgi network
MCL	6	Salmon 2	8	Vps52	10090.ENSMUSP00000025178	Vacuolar protein sorting-associated protein 52 homolog; Acts as component of the GARP complex that is involved in retrograde transport from early and late endosomes to the trans-Golgi network (TGN). The GARP complex is required for the maintenance of the cycling of mannose 6-phosphate receptors between the TGN and endosomes, this cycling is necessary for proper lysosomal sorting of acid hydrolases such as CTSD. Acts as component of the EARP complex that is involved in endocytic recycling. The EARP complex associates with Rab4-positive endosomes and promotes recycling of internalized tr [...] 
MCL	6	Salmon 2	8	Vps53	10090.ENSMUSP00000061317	Vacuolar protein sorting-associated protein 53 homolog; Acts as component of the GARP complex that is involved in retrograde transport from early and late endosomes to the trans-Golgi network (TGN). The GARP complex is required for the maintenance of the cycling of mannose 6-phosphate receptors between the TGN and endosomes, this cycling is necessary for proper lysosomal sorting of acid hydrolases such as CTSD. Acts as component of the EARP complex that is involved in endocytic recycling. The EARP complex associates with Rab4-positive endosomes and promotes recycling of internalized tr [...] 
MCL	7	Fire Brick 3	8	Aqr	10090.ENSMUSP00000047157	Intron-binding protein aquarius; Intron-binding spliceosomal protein required to link pre-mRNA splicing and snoRNP (small nucleolar ribonucleoprotein) biogenesis. Plays a key role in position-dependent assembly of intron-encoded box C/D small snoRNP, splicing being required for snoRNP assembly. May act by helping the folding of the snoRNA sequence. Binds to intron of pre-mRNAs in a sequence-independent manner, contacting the region between snoRNA and the branchpoint of introns (40 nucleotides upstream of the branchpoint) during the late stages of splicing
MCL	7	Fire Brick 3	8	Cdc40	10090.ENSMUSP00000044305	Pre-mRNA-processing factor 17; Associates with the spliceosome late in the splicing pathway and may function in the second step of pre-mRNA splicing
MCL	7	Fire Brick 3	8	Cpsf3l	10090.ENSMUSP00000030901	Integrator complex subunit 11; Catalytic component of the Integrator complex, a complex involved in the small nuclear RNAs (snRNA) U1 and U2 transcription and in their 3'-box-dependent processing. The Integrator complex is associated with the C-terminal domain (CTD) of RNA polymerase II largest subunit (POLR2A) and is recruited to the U1 and U2 snRNAs genes. Mediates the snRNAs 3' cleavage. Mediates recruitment of cytoplasmic dynein to the nuclear envelope, probably as component of the INT complex; Belongs to the metallo-beta-lactamase superfamily. RNA-metabolizing metallo-beta-lactama [...] 
MCL	7	Fire Brick 3	8	Ints2	10090.ENSMUSP00000018212	Integrator complex subunit 2; Component of the Integrator (INT) complex, a complex involved in the small nuclear RNAs (snRNA) U1 and U2 transcription and in their 3'-box-dependent processing. The Integrator complex is associated with the C-terminal domain (CTD) of RNA polymerase II largest subunit (POLR2A) and is recruited to the U1 and U2 snRNAs genes. Mediates recruitment of cytoplasmic dynein to the nuclear envelope, probably as component of the INT complex
MCL	7	Fire Brick 3	8	Ncbp1	10090.ENSMUSP00000030014	Nuclear cap-binding protein subunit 1; Component of the cap-binding complex (CBC), which binds cotranscriptionally to the 5'-cap of pre-mRNAs and is involved in various processes such as pre-mRNA splicing, translation regulation, nonsense-mediated mRNA decay, RNA-mediated gene silencing (RNAi) by microRNAs (miRNAs) and mRNA export. The CBC complex is involved in mRNA export from the nucleus via its interaction with ALYREF/THOC4/ALY, leading to the recruitment of the mRNA export machinery to the 5'-end of mRNA and to mRNA export in a 5' to 3' direction through the nuclear pore. The CBC  [...] 
MCL	7	Fire Brick 3	8	Plrg1	10090.ENSMUSP00000114968	Pleiotropic regulator 1; Component of the PRP19-CDC5L complex that forms an integral part of the spliceosome and is required for activating pre-mRNA splicing
MCL	7	Fire Brick 3	8	Thoc2	10090.ENSMUSP00000044677	THO complex subunit 2; Required for efficient export of polyadenylated RNA and spliced mRNA. Acts as component of the THO subcomplex of the TREX complex which is thought to couple mRNA transcription, processing and nuclear export, and which specifically associates with spliced mRNA and not with unspliced pre-mRNA. TREX is recruited to spliced mRNAs by a transcription-independent mechanism, binds to mRNA upstream of the exon-junction complex (EJC) and is recruited in a splicing- and cap-dependent manner to a region near the 5' end of the mRNA where it functions in mRNA export to the cyt [...] 
MCL	7	Fire Brick 3	8	Thoc5	10090.ENSMUSP00000045580	THO complex subunit 5 homolog; Acts as component of the THO subcomplex of the TREX complex which is thought to couple mRNA transcription, processing and nuclear export, and which specifically associates with spliced mRNA and not with unspliced pre-mRNA. TREX is recruited to spliced mRNAs by a transcription-independent mechanism, binds to mRNA upstream of the exon-junction complex (EJC) and is recruited in a splicing- and cap-dependent manner to a region near the 5' end of the mRNA where it functions in mRNA export to the cytoplasm via the TAP/NFX1 pathway. THOC5 in conjunction with ALY [...] 
MCL	8	Brown	7	Lman2l	10090.ENSMUSP00000117200	VIP36-like protein; May be involved in the regulation of export from the endoplasmic reticulum of a subset of glycoproteins. May function as a regulator of ERGIC-53 (By similarity)
MCL	8	Brown	7	Ppp6c	10090.ENSMUSP00000028087	Serine/threonine-protein phosphatase 6 catalytic subunit; A component of a signaling pathway regulating cell cycle progression in response to IL2 receptor stimulation. N-terminal domain restricts G1 to S phase progression in cancer cells, in part through control of cyclin D1. Downregulates MAP3K7 kinase activation of the IL1 signaling pathway by dephosphorylation of MAP3K7 (By similarity); Belongs to the PPP phosphatase family. PP-6 (PP-V) subfamily
MCL	8	Brown	7	Sec24b	10090.ENSMUSP00000001079	Sec24 related gene family, member B (S. cerevisiae)
MCL	8	Brown	7	Trappc1	10090.ENSMUSP00000099662	Trafficking protein particle complex subunit 1; May play a role in vesicular transport from endoplasmic reticulum to Golgi
MCL	8	Brown	7	Trappc11	10090.ENSMUSP00000047562	Trafficking protein particle complex subunit 11; Involved in endoplasmic reticulum to Golgi apparatus trafficking at a very early stage; Belongs to the TRAPPC11 family
MCL	8	Brown	7	Trappc5	10090.ENSMUSP00000036541	Trafficking protein particle complex subunit 5; May play a role in vesicular transport from endoplasmic reticulum to Golgi; Belongs to the TRAPP small subunits family. BET3 subfamily
MCL	8	Brown	7	Trappc9	10090.ENSMUSP00000087202	Trafficking protein particle complex subunit 9; Functions as an activator of NF-kappa-B through increased phosphorylation of the IKK complex. May function in neuronal cells differentiation. May play a role in vesicular transport from endoplasmic reticulum to Golgi
MCL	9	Saddle Brown	7	Mrpl10	10090.ENSMUSP00000001485	Mitochondrial ribosomal protein L10; Belongs to the universal ribosomal protein uL10 family
MCL	9	Saddle Brown	7	Mrpl16	10090.ENSMUSP00000128915	Mitochondrial ribosomal protein L16; Belongs to the universal ribosomal protein uL16 family
MCL	9	Saddle Brown	7	Mrpl51	10090.ENSMUSP00000032485	Mitochondrial ribosomal protein L51; Belongs to the mitochondrion-specific ribosomal protein mL51 family
MCL	9	Saddle Brown	7	Mrps2	10090.ENSMUSP00000036725	Mitochondrial ribosomal protein S2; Belongs to the universal ribosomal protein uS2 family
MCL	9	Saddle Brown	7	Mrps24	10090.ENSMUSP00000119535	Mitochondrial ribosomal protein S24; Belongs to the universal ribosomal protein uS3 family
MCL	9	Saddle Brown	7	Mrps30	10090.ENSMUSP00000022245	Mitochondrial ribosomal protein S30; Belongs to the mitochondrion-specific ribosomal protein mL65 family
MCL	9	Saddle Brown	7	Mrps5	10090.ENSMUSP00000028852	Mitochondrial ribosomal protein S5; Belongs to the universal ribosomal protein uS5 family
MCL	10	Sandy Brown	7	Agl	10090.ENSMUSP00000044012	Amylo-1,6-glucosidase, 4-alpha-glucanotransferase
MCL	10	Sandy Brown	7	Ampd2	10090.ENSMUSP00000099698	AMP deaminase 2; AMP deaminase plays a critical role in energy metabolism. Catalyzes the deamination of AMP to IMP and plays an important role in the purine nucleotide cycle (By similarity); Belongs to the metallo-dependent hydrolases superfamily. Adenosine and AMP deaminases family
MCL	10	Sandy Brown	7	Enpp1	10090.ENSMUSP00000101159	Ectonucleotide pyrophosphatase/phosphodiesterase family member 1; Appears to modulate insulin sensitivity (By similarity). By generating PPi, plays a role in regulating pyrophosphate levels, and functions in bone mineralization and soft tissue calcification. PPi inhibits mineralization by binding to nascent hydroxyapatite (HA) crystals, thereby preventing further growth of these crystals. Preferentially hydrolyzes ATP, but can also hydrolyze other nucleoside 5' triphosphates such as GTP, CTP, TTP and UTP to their corresponding monophosphates with release of pyrophosphate and diadenosin [...] 
MCL	10	Sandy Brown	7	Pank2	10090.ENSMUSP00000119606	Pantothenate kinase 2
MCL	10	Sandy Brown	7	Pank3	10090.ENSMUSP00000018990	Pantothenate kinase 3; Plays a role in the physiological regulation of the intracellular CoA concentration; Belongs to the type II pantothenate kinase family
MCL	10	Sandy Brown	7	Ppcs	10090.ENSMUSP00000030385	Phosphopantothenate--cysteine ligase; Catalyzes the first step in the biosynthesis of coenzyme A from vitamin B5, where cysteine is conjugated to 4'- phosphopantothenate to form 4-phosphopantothenoylcysteine; Belongs to the PPC synthetase family
MCL	10	Sandy Brown	7	Uckl1	10090.ENSMUSP00000050398	Uridine-cytidine kinase-like 1; May contribute to UTP accumulation needed for blast transformation and proliferation; Belongs to the uridine kinase family
MCL	11	Green	7	Arap1	10090.ENSMUSP00000102624	Arf-GAP with Rho-GAP domain, ANK repeat and PH domain-containing protein 1; Phosphatidylinositol 3,4,5-trisphosphate-dependent GTPase-activating protein that modulates actin cytoskeleton remodeling by regulating ARF and RHO family members. Is activated by phosphatidylinositol 3,4,5-trisphosphate (PtdIns(3,4,5)P3) binding. Can be activated by phosphatidylinositol 3,4-bisphosphate (PtdIns(3,4,5)P2) binding, albeit with lower efficiency. Has a preference for ARF1 and ARF5 (By similarity)
MCL	11	Green	7	Arhgap29	10090.ENSMUSP00000044624	Rho GTPase-activating protein 29; GTPase activator for the Rho-type GTPases by converting them to an inactive GDP-bound state. Has strong activity toward RHOA, and weaker activity toward RAC1 and CDC42. May act as a specific effector of RAP2A to regulate Rho (By similarity). In concert with RASIP1, suppresses RhoA signaling and dampens ROCK and MYH9 activities in endothelial cells and plays an essential role in blood vessel tubulogenesis
MCL	11	Green	7	Arhgap5	10090.ENSMUSP00000106353	Rho GTPase-activating protein 5; GTPase-activating protein for Rho family members. May play a role in the reduction of the p21rasGTPase-activating potential of RASA1/p120GAP
MCL	11	Green	7	Arhgef2	10090.ENSMUSP00000029694	Rho guanine nucleotide exchange factor 2; Activates Rho-GTPases by promoting the exchange of GDP for GTP. May be involved in epithelial barrier permeability, cell motility and polarization, dendritic spine morphology, antigen presentation, leukemic cell differentiation, cell cycle regulation, innate immune response, and cancer. Binds Rac-GTPases, but does not seem to promote nucleotide exchange activity toward Rac-GTPases. May stimulate instead the cortical activity of Rac. Inactive toward CDC42, TC10, or Ras-GTPases. Forms an intracellular sensing system along with NOD1 for the detect [...] 
MCL	11	Green	7	Rhot1	10090.ENSMUSP00000017831	Mitochondrial Rho GTPase 1; Mitochondrial GTPase involved in mitochondrial trafficking. Probably involved in control of anterograde transport of mitochondria and their subcellular distribution (By similarity)
MCL	11	Green	7	Rhot2	10090.ENSMUSP00000044639	Mitochondrial Rho GTPase 2; Mitochondrial GTPase involved in mitochondrial trafficking. Probably involved in control of anterograde transport of mitochondria and their subcellular distribution (By similarity)
MCL	11	Green	7	Usp30	10090.ENSMUSP00000031588	Ubiquitin carboxyl-terminal hydrolase 30; Deubiquitinating enzyme tethered to the mitochondrial outer membrane that acts as a key inhibitor of mitophagy by counteracting the action of parkin (PRKN): hydrolyzes ubiquitin attached by parkin on target proteins, such as RHOT1/MIRO1 and TOMM20, thereby blocking parkin's ability to drive mitophagy. Preferentially cleaves 'Lys-6'- and 'Lys-11'-linked polyubiquitin chains, 2 types of linkage that participate in mitophagic signaling. Does not cleave efficiently polyubiquitin phosphorylated at 'Ser-65' (By similarity). Acts as negative regulator [...] 
MCL	12	Light Green 2	7	Fig4	10090.ENSMUSP00000039598	Polyphosphoinositide phosphatase; The PI(3,5)P2 regulatory complex regulates both the synthesis and turnover of phosphatidylinositol 3,5-bisphosphate (PtdIns(3,5)P2). In vitro, hydrolyzes all three D5-phosphorylated polyphosphoinositide substrates in the order PtdIns(4,5)P2 > PtdIns(3,5)P2 > PtdIns(3,4,5)P3. Plays a role in the biogenesis of endosome carrier vesicles (ECV) / multivesicular bodies (MVB) transport intermediates from early endosomes
MCL	12	Light Green 2	7	Mtm1	10090.ENSMUSP00000099040	Myotubularin; Lipid phosphatase which dephosphorylates phosphatidylinositol 3-monophosphate (PI3P) and phosphatidylinositol 3,5-bisphosphate (PI(3,5)P2). Has also been shown to dephosphorylate phosphotyrosine- and phosphoserine- containing peptides. Negatively regulates EGFR degradation through regulation of EGFR trafficking from the late endosome to the lysosome. Plays a role in vacuolar formation and morphology (By similarity). Regulates desmin intermediate filament assembly and architecture. Plays a role in mitochondrial morphology and positioning. Required for skeletal muscle maint [...] 
MCL	12	Light Green 2	7	Pi4ka	10090.ENSMUSP00000036162	Phosphatidylinositol 4-kinase alpha; Acts on phosphatidylinositol (PtdIns) in the first committed step in the production of the second messenger inositol- 1,4,5,-trisphosphate; Belongs to the PI3/PI4-kinase family. Type III PI4K subfamily
MCL	12	Light Green 2	7	Pi4kb	10090.ENSMUSP00000072134	Phosphatidylinositol 4-kinase beta; Phosphorylates phosphatidylinositol (PI) in the first committed step in the production of the second messenger inositol- 1,4,5,-trisphosphate (PIP). May regulate Golgi disintegration/reorganization during mitosis, possibly via its phosphorylation (By similarity). Involved in Golgi-to-plasma membrane trafficking (By similarity); Belongs to the PI3/PI4-kinase family. Type III PI4K subfamily
MCL	12	Light Green 2	7	Pik3r4	10090.ENSMUSP00000067400	Phosphoinositide 3-kinase regulatory subunit 4; Regulatory subunit of the PI3K complex that mediates formation of phosphatidylinositol 3-phosphate; different complex forms are believed to play a role in multiple membrane trafficking pathways: PI3KC3-C1 is involved in initiation of autophagosomes and PI3KC3-C2 in maturation of autophagosomes and endocytosis. Involved in regulation of degradative endocytic trafficking and cytokinesis, probably in the context of PI3KC3-C2 (By similarity); Belongs to the protein kinase superfamily. Ser/Thr protein kinase family
MCL	12	Light Green 2	7	Pikfyve	10090.ENSMUSP00000095314	1-phosphatidylinositol 3-phosphate 5-kinase; The PI(3,5)P2 regulatory complex regulates both the synthesis and turnover of phosphatidylinositol 3,5-bisphosphate (PtdIns(3,5)P2). Catalyzes the phosphorylation of phosphatidylinositol 3-phosphate on the fifth hydroxyl of the myo- inositol ring, to form phosphatidylinositol 3,5-bisphosphate. Required for endocytic-vacuolar pathway and nuclear migration. The product of the reaction it catalyzes functions as an important regulator of vacuole homeostasis perhaps by controlling membrane flux to and/or from the vacuole
MCL	12	Light Green 2	7	Vac14	10090.ENSMUSP00000034190	Protein VAC14 homolog; The PI(3,5)P2 regulatory complex regulates both the synthesis and turnover of phosphatidylinositol 3,5-bisphosphate (PtdIns(3,5)P2). Acts as a positive activator of PIKfyve kinase activity. Also required to maintain normal levels of phosphatidylinositol 3-phosphate (PtdIns(3)P) and phosphatidylinositol 5-phosphate (PtdIns(5)P). Plays a role in the biogenesis of endosome carrier vesicles (ECV) / multivesicular bodies (MVB) transport intermediates from early endosomes
MCL	13	Light Green 4	6	Akt2	10090.ENSMUSP00000103981	RAC-beta serine/threonine-protein kinase; AKT2 is one of 3 closely related serine/threonine- protein kinases (AKT1, AKT2 and AKT3) called the AKT kinases, and which regulate many processes including metabolism, proliferation, cell survival, growth and angiogenesis. This is mediated through serine and/or threonine phosphorylation of a range of downstream substrates. Over 100 substrate candidates have been reported so far, but for most of them, no isoform specificity has been reported. AKT is responsible of the regulation of glucose uptake by mediating insulin-induced translocation of th [...] 
MCL	13	Light Green 4	6	Gsk3a	10090.ENSMUSP00000071654	Glycogen synthase kinase-3 alpha; Constitutively active protein kinase that acts as a negative regulator in the hormonal control of glucose homeostasis, Wnt signaling and regulation of transcription factors and microtubules, by phosphorylating and inactivating glycogen synthase (GYS1 or GYS2), CTNNB1/beta-catenin, APC and AXIN1. Requires primed phosphorylation of the majority of its substrates. Contributes to insulin regulation of glycogen synthesis by phosphorylating and inhibiting GYS1 activity and hence glycogen synthesis. Regulates glycogen metabolism in liver, but not in muscle. M [...] 
MCL	13	Light Green 4	6	Pde3b	10090.ENSMUSP00000032909	cGMP-inhibited 3',5'-cyclic phosphodiesterase B; Cyclic nucleotide phosphodiesterase with a dual- specificity for the second messengers cAMP and cGMP, which are key regulators of many important physiological processes. May play a role in fat metabolism. Regulates cAMP binding of RAPGEF3. Through simultaneous binding to RAPGEF3 and PIK3R6 assembles a signaling complex in which the PI3K gamma complex is activated by RAPGEF3 and which is involved in angiogenesis (By similarity)
MCL	13	Light Green 4	6	Ralgapa2	10090.ENSMUSP00000105613	Ral GTPase-activating protein subunit alpha-2; Catalytic subunit of the heterodimeric RalGAP2 complex which acts as a GTPase activator for the Ras-like small GTPases RALA and RALB
MCL	13	Light Green 4	6	Ralgapb	10090.ENSMUSP00000105111	Ral GTPase-activating protein subunit beta; Non-catalytic subunit of the heterodimeric RalGAP1 and RalGAP2 complexes which act as GTPase activators for the Ras-like small GTPases RALA and RALB
MCL	13	Light Green 4	6	Tbc1d4	10090.ENSMUSP00000125509	TBC1 domain family member 4; May act as a GTPase-activating protein for RAB2A, RAB8A, RAB10 and RAB14. Promotes insulin-induced glucose transporter SLC2A4/GLUT4 translocation at the plasma membrane, thus increasing glucose uptake (By similarity)
MCL	14	Light Green 7	6	Foxred1	10090.ENSMUSP00000038924	FAD-dependent oxidoreductase domain-containing protein 1; Required for the assembly of the mitochondrial membrane respiratory chain NADH dehydrogenase (Complex I). Involved in mid- late stages of complex I assembly
MCL	14	Light Green 7	6	Ndufa11	10090.ENSMUSP00000002452	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 11; Accessory subunit of the mitochondrial membrane respiratory chain NADH dehydrogenase (Complex I), that is believed not to be involved in catalysis. Complex I functions in the transfer of electrons from NADH to the respiratory chain. The immediate electron acceptor for the enzyme is believed to be ubiquinone
MCL	14	Light Green 7	6	Ndufa9	10090.ENSMUSP00000085523	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 9, mitochondrial; Accessory subunit of the mitochondrial membrane respiratory chain NADH dehydrogenase (Complex I), that is believed not to be involved in catalysis. Complex I functions in the transfer of electrons from NADH to the respiratory chain. The immediate electron acceptor for the enzyme is believed to be ubiquinone
MCL	14	Light Green 7	6	Romo1	10090.ENSMUSP00000085981	Reactive oxygen species modulator 1; Has antibacterial activity against a variety of bacteria including S.aureus, P.aeruginosa and M.tuberculosis. Acts by inducing bacterial membrane breakage (By similarity); Belongs to the MGR2 family
MCL	14	Light Green 7	6	mt-Nd1	10090.ENSMUSP00000080991	NADH-ubiquinone oxidoreductase chain 1; Core subunit of the mitochondrial membrane respiratory chain NADH dehydrogenase (Complex I) that is believed to belong to the minimal assembly required for catalysis. Complex I functions in the transfer of electrons from NADH to the respiratory chain. The immediate electron acceptor for the enzyme is believed to be ubiquinone (By similarity)
MCL	14	Light Green 7	6	mt-Nd4	10090.ENSMUSP00000081000	NADH-ubiquinone oxidoreductase chain 4; Core subunit of the mitochondrial membrane respiratory chain NADH dehydrogenase (Complex I) that is believed to belong to the minimal assembly required for catalysis. Complex I functions in the transfer of electrons from NADH to the respiratory chain. The immediate electron acceptor for the enzyme is believed to be ubiquinone (By similarity)
MCL	15	Light Green 11	6	Atp5f1	10090.ENSMUSP00000113022	ATP synthase F(0) complex subunit B1, mitochondrial; Mitochondrial membrane ATP synthase (F(1)F(0) ATP synthase or Complex V) produces ATP from ADP in the presence of a proton gradient across the membrane which is generated by electron transport complexes of the respiratory chain. F-type ATPases consist of two structural domains, F(1) - containing the extramembraneous catalytic core, and F(0) - containing the membrane proton channel, linked together by a central stalk and a peripheral stalk. During catalysis, ATP synthesis in the catalytic domain of F(1) is coupled via a rotary mechani [...] 
MCL	15	Light Green 11	6	Atp5l	10090.ENSMUSP00000047960	ATP synthase, H+ transporting, mitochondrial F0 complex, subunit G
MCL	15	Light Green 11	6	Mp68	10090.ENSMUSP00000021719	6.8 kDa mitochondrial proteolipid; RIKEN cDNA 2010107E04 gene; Belongs to the small mitochondrial proteolipid family
MCL	15	Light Green 11	6	Mtch1	10090.ENSMUSP00000093077	Mitochondrial carrier homolog 1; Potential mitochondrial transporter. May play a role in apoptosis (By similarity); Belongs to the mitochondrial carrier (TC 2.A.29) family
MCL	15	Light Green 11	6	Mtch2	10090.ENSMUSP00000121851	Mitochondrial carrier homolog 2; The substrate transported is not yet known. Induces mitochondrial depolarization (By similarity)
MCL	15	Light Green 11	6	Slc25a3	10090.ENSMUSP00000075987	Phosphate carrier protein, mitochondrial; Transport of phosphate groups from the cytosol to mitochondrial matrix. Phosphate is cotransported with H(+). May play a role regulation of the mitochondrial permeability transition pore (mPTP) (By similarity)
MCL	16	Light Green 12	6	Kdelr1	10090.ENSMUSP00000002855	ER lumen protein-retaining receptor 1; Required for the retention of luminal endoplasmic reticulum resident proteins via vesicular recycling. This receptor recognizes the C-terminal K-D-E-L motif. COPI-coated transport intermediates, either in the form of round vesicles or as tubular processes, mediate retrograde traffic of the KDEL receptor-ligand complexes. Also required for normal vesicular traffic through the Golgi (By similarity); Belongs to the ERD2 family
MCL	16	Light Green 12	6	Kif1b	10090.ENSMUSP00000061472	Kinesin-like protein KIF1B; Motor for anterograde transport of mitochondria. Has a microtubule plus end-directed motility
MCL	16	Light Green 12	6	Kifap3	10090.ENSMUSP00000076830	Kinesin-associated protein 3; Involved in tethering the chromosomes to the spindle pole and in chromosome movement. Binds to the tail domain of the KIF3A/KIF3B heterodimer to form a heterotrimeric KIF3 complex and may regulate the membrane binding of this complex
MCL	16	Light Green 12	6	Slc35b2	10090.ENSMUSP00000037834	Adenosine 3'-phospho 5'-phosphosulfate transporter 1; Mediates the transport of adenosine 3'-phospho 5'- phosphosulfate (PAPS), from cytosol into Golgi. PAPS is a universal sulfuryl donor for sulfation events that take place in the Golgi (By similarity)
MCL	16	Light Green 12	6	Surf4	10090.ENSMUSP00000015011	Surfeit locus protein 4; May play a role in the maintenance of the architecture of the endoplasmic reticulum-Golgi intermediate compartment and of the Golgi; Belongs to the SURF4 family
MCL	16	Light Green 12	6	Tmed3	10090.ENSMUSP00000058723	Transmembrane emp24 domain-containing protein 3; Potential role in vesicular protein trafficking, mainly in the early secretory pathway. Contributes to the coupled localization of TMED2 and TMED10 in the cis-Golgi network (By similarity)
MCL	17	Light Green 8	6	Depdc5	10090.ENSMUSP00000113862	GATOR complex protein DEPDC5; As a component of the GATOR1 complex functions as an inhibitor of the amino acid-sensing branch of the TORC1 pathway. The GATOR1 complex strongly increases GTP hydrolysis by RRAGA and RRAGB within RRAGC-containing heterodimers, thereby deactivating RRAGs, releasing mTORC1 from lysosomal surface and inhibiting mTORC1 signaling. The GATOR1 complex is negatively regulated by GATOR2 the other GATOR subcomplex in this amino acid-sensing branch of the TORC1 pathway
MCL	17	Light Green 8	6	Nprl3	10090.ENSMUSP00000020530	GATOR complex protein NPRL3; As a component of the GATOR1 complex functions as an inhibitor of the amino acid-sensing branch of the TORC1 pathway. The GATOR1 complex strongly increases GTP hydrolysis by RRAGA and RRAGB within RRAGC-containing heterodimers, thereby deactivating RRAGs, releasing mTORC1 from lysosomal surface and inhibiting mTORC1 signaling. The GATOR1 complex is negatively regulated by GATOR2 the other GATOR subcomplex in this amino acid-sensing branch of the TORC1 pathway
MCL	17	Light Green 8	6	Rptor	10090.ENSMUSP00000026671	Regulatory-associated protein of mTOR; Involved in the control of the mammalian target of rapamycin complex 1 (mTORC1) activity which regulates cell growth and survival, and autophagy in response to nutrient and hormonal signals; functions as a scaffold for recruiting mTORC1 substrates. mTORC1 is activated in response to growth factors or amino acids. Growth factor-stimulated mTORC1 activation involves a AKT1- mediated phosphorylation of TSC1-TSC2, which leads to the activation of the RHEB GTPase that potently activates the protein kinase activity of mTORC1. Amino acid-signaling to mTO [...] 
MCL	17	Light Green 8	6	Rraga	10090.ENSMUSP00000088591	Ras-related GTP-binding protein A; Guanine nucleotide-binding protein that plays a crucial role in the cellular response to amino acid availability through regulation of the mTORC1 signaling cascade. Forms heterodimeric Rag complexes with RRAGC or RRAGD and cycles between an inactive GDP-bound and an active GTP-bound form. In its active form participates in the relocalization of mTORC1 to the lysosomes and its subsequent activation by the GTPase RHEB. Involved in the RCC1/Ran-GTPase pathway. May play a direct role in a TNF-alpha signaling pathway leading to induction of cell death
MCL	17	Light Green 8	6	Rragc	10090.ENSMUSP00000030399	Ras-related GTP-binding protein C; Guanine nucleotide-binding protein forming heterodimeric Rag complexes required for the amino acid-induced relocalization of mTORC1 to the lysosomes and its subsequent activation by the GTPase RHEB. This is a crucial step in the activation of the TOR signaling cascade by amino acids (By similarity)
MCL	17	Light Green 8	6	Wdr24	10090.ENSMUSP00000026833	GATOR complex protein WDR24; As a component of the GATOR subcomplex GATOR2, functions within the amino acid-sensing branch of the TORC1 signaling pathway. Indirectly activates mTORC1 and the TORC1 signaling pathway through the inhibition of the GATOR1 subcomplex. It is negatively regulated by the upstream amino acid sensors SESN2 and CASTOR1. In addition to its role in regulation of the TORC1 complex, promotes the acidification of lysosomes and facilitates autophagic flux
MCL	18	Light Green 5	6	Arpc1a	10090.ENSMUSP00000031625	Actin-related protein 2/3 complex subunit 1A; Probably functions as component of the Arp2/3 complex which is involved in regulation of actin polymerization and together with an activating nucleation-promoting factor (NPF) mediates the formation of branched actin networks
MCL	18	Light Green 5	6	Arpc1b	10090.ENSMUSP00000082822	Actin-related protein 2/3 complex subunit 1B; Functions as component of the Arp2/3 complex which is involved in regulation of actin polymerization and together with an activating nucleation-promoting factor (NPF) mediates the formation of branched actin networks
MCL	18	Light Green 5	6	Arpc4	10090.ENSMUSP00000114839	Actin-related protein 2/3 complex subunit 4; Functions as actin-binding component of the Arp2/3 complex which is involved in regulation of actin polymerization and together with an activating nucleation-promoting factor (NPF) mediates the formation of branched actin networks. Seems to contact the mother actin filament (By similarity)
MCL	18	Light Green 5	6	Ldlrap1	10090.ENSMUSP00000036749	Low density lipoprotein receptor adapter protein 1; Adapter protein (clathrin-associated sorting protein (CLASP)) required for efficient endocytosis of the LDL receptor (LDLR) in polarized cells such as hepatocytes and lymphocytes, but not in non-polarized cells (fibroblasts). May be required for LDL binding and internalization but not for receptor clustering in coated pits. May facilitate the endocytocis of LDLR and LDLR-LDL complexes from coated pits by stabilizing the interaction between the receptor and the structural components of the pits. May also be involved in the internalizat [...] 
